reactions,metabolites,metabolitestotal,gpr,genes
ALAHISabcpp,alahis_p,alahis,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_257
ALAHISabcpp,alahis_p,alahis,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_256
ALAHISabcpp,alahis_p,alahis,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_828
ALAHISabcpp,alahis_p,alahis,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_827
ALAHISabcpp,alahis_p,alahis,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_5567
ALAHIStr,ala_his_e,ala_his,protein_4611,protein_4611
ALALEUabcpp,alaleu_p,alaleu,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_257
ALALEUabcpp,alaleu_p,alaleu,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_256
ALALEUabcpp,alaleu_p,alaleu,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_828
ALALEUabcpp,alaleu_p,alaleu,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_827
ALALEUabcpp,alaleu_p,alaleu,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_5567
ALALEUt,ala_leu_e,ala_leu,protein_4611,protein_4611
ALATA_D2_num1,ala__D_c,ala__D,protein_6539,protein_6539
ALATA_D2_num1,pydx5p_c,pydx5p,protein_6539,protein_6539
ALATA_L_num1,akg_c,akg,protein_1039,protein_1039
ALATA_L_num1,ala__L_c,ala__L,protein_1039,protein_1039
ALATA_L2_num1,ala__L_c,ala__L,protein_6539,protein_6539
ALATA_L2_num1,pydx5p_c,pydx5p,protein_6539,protein_6539
ALATHRabcpp,alathr_p,alathr,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_257
ALATHRabcpp,alathr_p,alathr,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_256
ALATHRabcpp,alathr_p,alathr,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_828
ALATHRabcpp,alathr_p,alathr,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_827
ALATHRabcpp,alathr_p,alathr,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_5567
ALATHRtr,ala_L_thr__L_e,ala_L_thr__L,protein_4611,protein_4611
ALATRPabcpp,alatrp_p,alatrp,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_257
ALATRPabcpp,alatrp_p,alatrp,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_256
ALATRPabcpp,alatrp_p,alatrp,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_828
ALATRPabcpp,alatrp_p,alatrp,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_827
ALATRPabcpp,alatrp_p,alatrp,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_5567
ALAabc_num1,ala__L_e,ala__L,protein_2043,protein_2043
ALAabcpp_num1,ala__L_p,ala__L,protein_2630 and protein_2631,protein_2630
ALAabcpp_num1,ala__L_p,ala__L,protein_2630 and protein_2631,protein_2631
ALAt2pp_num1,ala__L_p,ala__L,protein_4611,protein_4611
ALAt2r,ala__L_e,ala__L,protein_6540,protein_6540
ALAt4_num1,ala__L_e,ala__L,protein_6439,protein_6439
ALCD1_num1,meoh_c,meoh,protein_1225,protein_1225
ALCD19_num1,glyald_c,glyald,protein_2030,protein_2030
ALCD19y_num1,glyald_c,glyald,protein_2997,protein_2997
ALCD22_L_num1,lald__L_c,lald__L,protein_1489,protein_1489
ALCD2ir_num1,acald_c,acald,protein_166,protein_166
ALCD2x_num1,etoh_c,etoh,protein_1489,protein_1489
ALCD2y_num1,etoh_c,etoh,protein_1489,protein_1489
ALDD1_num1,fald_c,fald,protein_2030,protein_2030
ALDD19xr_num1,pacald_c,pacald,protein_2164,protein_2164
ALDD20x_num1,id3acald_c,id3acald,protein_3082,protein_3082
ALDD20y_num1,id3acald_c,id3acald,protein_3082,protein_3082
ALDD2x_num1,acald_c,acald,protein_2164,protein_2164
ALDD2y_num1,acald_c,acald,protein_3082,protein_3082
ALDD3_num1,ppal_c,ppal,protein_3469,protein_3469
ALDD31,aacald_c,aacald,protein_2164,protein_2164
ALDD31_1_num1,amacald_c,amacald,protein_3469,protein_3469
ALDD3y_num1,ppal_c,ppal,protein_3492,protein_3492
ALDD4_num1,btal_c,btal,protein_3469,protein_3469
ALDD4x_num1,mmalsa__S_c,mmalsa__S,protein_3469,protein_3469
ALDD5_num1,ptal_c,ptal,protein_3469,protein_3469
ALDD6_num1,hxal_c,hxal,protein_3469,protein_3469
ALKP_num1,dhap_c,dhap,protein_422,protein_422
ALLTAMH_num1,alltt_c,alltt,protein_2902,protein_2902
ALLTN_num1,alltn_c,alltn,protein_3309,protein_3309
ALLTNt2r,alltn_e,alltn,protein_3305,protein_3305
ALLTNt2rpp_num1,alltn_p,alltn,protein_3305,protein_3305
ALLabcpp,all__D_p,all__D,protein_2004 and protein_5657 and protein_5702,protein_5657
ALLabcpp,all__D_p,all__D,protein_2004 and protein_5657 and protein_5702,protein_5702
ALLabcpp,all__D_p,all__D,protein_2004 and protein_5657 and protein_5702,protein_2004
ALMPC,amet_c,amet,protein_6738,protein_6738
ALMPC,pc1_c,pc1,protein_6738,protein_6738
ALPHNH_num1,allphn_c,allphn,protein_1411,protein_1411
ALR2_num1,mthgxl_c,mthgxl,protein_1169,protein_1169
ALR3_num1,acetol_c,acetol,protein_3119,protein_3119
AM4PCP,anhm4p_c,anhm4p,protein_6145,protein_6145
AMANK,acmana_c,acmana,protein_7981,protein_7981
AMAOTr,8aonn_c,8aonn,protein_2820,protein_2820
AMAOTr,amet_c,amet,protein_2820,protein_2820
AMID2_num1,pad_c,pad,protein_1411,protein_1411
AMID2_1,pad_c,pad,protein_2027,protein_2027
AMID4_num1,ad_c,ad,protein_1411,protein_1411
AMMQLT8_num1,2dmmql8_c,2dmmql8,protein_2314,protein_2314
AMMQLT8_num1,amet_c,amet,protein_2314,protein_2314
AMMQT8,2dmmq8_c,2dmmq8,protein_7692,protein_7692
AMMQT8,amet_c,amet,protein_7692,protein_7692
AMMQT8_2,2dmmq8_c,2dmmq8,protein_7692,protein_7692
AMMQT8_2,amet_c,amet,protein_7692,protein_7692
AMPEP1,gly_asn__L_c,gly_asn__L,protein_6287,protein_6287
AMPEP10,gly_asp__L_c,gly_asp__L,protein_6287,protein_6287
AMPEP11,gly_pro__L_c,gly_pro__L,protein_6287,protein_6287
AMPEP12,ala_gln_c,ala_gln,protein_6287,protein_6287
AMPEP13,ala_L_asp__L_c,ala_L_asp__L,protein_6287,protein_6287
AMPEP14,met_L_ala__L_c,met_L_ala__L,protein_6287,protein_6287
AMPEP15,prohisglu_c,prohisglu,protein_6287,protein_6287
AMPEP16,lysglugly_c,lysglugly,protein_6287,protein_6287
AMPEP17,glyglygln_c,glyglygln,protein_6287,protein_6287
AMPEP18,serglugly_c,serglugly,protein_6287,protein_6287
AMPEP2,ala_L_thr__L_c,ala_L_thr__L,protein_6287,protein_6287
AMPEP3,gly_gln_c,gly_gln,protein_6287,protein_6287
AMPEP4,alagly_c,alagly,protein_6287,protein_6287
AMPEP5,ala_L_glu__L_c,ala_L_glu__L,protein_6287,protein_6287
AMPEP6,ala_leu_c,ala_leu,protein_6287,protein_6287
AMPEP7,ala_his_c,ala_his,protein_6287,protein_6287
AMPEP8,gly_glu__L_c,gly_glu__L,protein_6287,protein_6287
AMPEP9,gly_met_c,gly_met,protein_6287,protein_6287
AMPMS2,air_c,air,protein_508,protein_508
AMPTASEAH,alahis_c,alahis,protein_1799,protein_1799
AMPTASEAL,alaleu_c,alaleu,protein_1799,protein_1799
AMPTASEAT,alathr_c,alathr,protein_1799,protein_1799
AMPTASEATRP,alatrp_c,alatrp,protein_1799,protein_1799
AMPTASECG_num1,cgly_c,cgly,protein_1061,protein_1061
AMPTASEGGLN,glygln_c,glygln,protein_1799,protein_1799
AMPTASEGGLU,glyglu_c,glyglu,protein_1799,protein_1799
AMPTASEGM,glymet_c,glymet,protein_1799,protein_1799
AMPTASEGS,glyser_c,glyser,protein_1799,protein_1799
AMPTASEHG,hisgly_c,hisgly,protein_1799,protein_1799
AMPTASEHH,hishis_c,hishis,protein_1799,protein_1799
AMPTASEPG_num1,progly_c,progly,protein_1061,protein_1061
ANDO1,anth_c,anth,protein_6543,protein_6543
ANDO2,anth_c,anth,protein_6543,protein_6543
ANHMK,anhm_c,anhm,protein_6840,protein_6840
ANPRT_num1,anth_c,anth,protein_1707,protein_1707
ANPRT_num1,prpp_c,prpp,protein_1707,protein_1707
ANS_num1,chor_c,chor,protein_1703,protein_1703
ANS_num1,gln__L_c,gln__L,protein_1703,protein_1703
ANS2_num1,chor_c,chor,protein_27,protein_27
ANSN,chor_c,chor,protein_27 and protein_6576,protein_6576
ANSN,chor_c,chor,protein_27 and protein_6576,protein_27
ANSN,nh3_c,nh3,protein_27 and protein_6576,protein_6576
ANSN,nh3_c,nh3,protein_27 and protein_6576,protein_27
AOXSr_num1,ala__L_c,ala__L,protein_2819,protein_2819
AOXSr_num1,pmcoa_c,pmcoa,protein_2819,protein_2819
APAT_1_num1,ppa_c,ppa,protein_5000,protein_5000
APATr_num1,ala_B_c,ala_B,protein_2556,protein_2556
APATr_num1,pyr_c,pyr,protein_2556,protein_2556
APCt6_num1,apc_p,apc,protein_7649,protein_7649
APPAT,pan4p_c,pan4p,protein_6871,protein_6871
APRAUR_num1,5apru_c,5apru,protein_1998,protein_1998
APRTO2,aprut_c,aprut,protein_3448,protein_3448
APSR_num1,aps_c,aps,protein_1564,protein_1564
APSR_num1,trdrd_c,trdrd,protein_1564,protein_1564
APTA1i,acamoxm_c,acamoxm,protein_7964,protein_7964
APTA1i,glu__L_c,glu__L,protein_7964,protein_7964
APTNAT,5aptn_c,5aptn,protein_6801,protein_6801
APTNAT,akg_c,akg,protein_6801,protein_6801
ARABR_num1,arab__L_c,arab__L,protein_4341,protein_4341
ARABRr,arab__L_c,arab__L,protein_7811,protein_7811
ARAT,4met2obut_c,4met2obut,protein_7657,protein_7657
ARAT,glu__L_c,glu__L,protein_7657,protein_7657
ARBTpts_num1,arbt_e,arbt,protein_6300,protein_6300
ARBTpts_num1,pep_c,pep,protein_6300,protein_6300
ARBabc,arab__L_e,arab__L,protein_5106 and protein_6644,protein_6644
ARBabc,arab__L_e,arab__L,protein_5106 and protein_6644,protein_5106
ARBabcpp_num1,arab__L_p,arab__L,protein_2004 and protein_982,protein_982
ARBabcpp_num1,arab__L_p,arab__L,protein_2004 and protein_982,protein_2004
ARBt2r_num1,arab__L_e,arab__L,protein_2603,protein_2603
ARBt2rpp,arab__L_p,arab__L,protein_2603,protein_2603
ARBt3ipp,arab__L_c,arab__L,protein_7810,protein_7810
ARGDI,arg__L_c,arg__L,protein_101,protein_101
ARGDI_1_num1,arg__L_c,arg__L,protein_101,protein_101
ARGDr,arg__L_c,arg__L,protein_101,protein_101
ARGN_num1,arg__L_c,arg__L,protein_5722,protein_5722
ARGN_1,arg__L_c,arg__L,protein_7309,protein_7309
ARGSS_num1,asp__L_c,asp__L,protein_2401,protein_2401
ARGSS_num1,citr__L_c,citr__L,protein_2401,protein_2401
ARGSS2,asp__L_c,asp__L,protein_4980,protein_4980
ARGSS2,citr__L_c,citr__L,protein_4980,protein_4980
ARGabc_num1,arg__L_e,arg__L,protein_2043,protein_2043
ARGabcpp_num1,arg__L_p,arg__L,protein_5592,protein_5592
ARGt2pp,arg__L_p,arg__L,protein_2458,protein_2458
ARGt2r_num1,arg__L_e,arg__L,protein_2176,protein_2176
ARUH,arg__L_c,arg__L,protein_7657,protein_7657
ARUH,pyr_c,pyr,protein_7657,protein_7657
ASAD,aspsa_c,aspsa,protein_293,protein_293
ASAD_1,4pasp_c,4pasp,protein_293,protein_293
ASCBpts,ascb__L_e,ascb__L,protein_8188,protein_8188
ASCBpts,pep_c,pep,protein_8188,protein_8188
ASCBptspp,ascb__L_p,ascb__L,protein_8188,protein_8188
ASCBptspp,pep_c,pep,protein_8188,protein_8188
ASLP,asp__L_c,asp__L,protein_2902,protein_2902
ASNN_num1,asn__L_c,asn__L,protein_1820,protein_1820
ASNS1_num1,asp__L_c,asp__L,protein_1820,protein_1820
ASNS1_num1,gln__L_c,gln__L,protein_1820,protein_1820
ASNS2,asp__L_c,asp__L,protein_902,protein_902
ASNabc_num1,asn__L_e,asn__L,protein_2043,protein_2043
ASNt2r,asn__L_e,asn__L,protein_5119,protein_5119
ASNt2rpp,asn__L_p,asn__L,protein_5119,protein_5119
ASO3t4pp,aso3_c,aso3,protein_7839,protein_7839
ASO4rt2rpp,aso4_p,aso4,protein_3279,protein_3279
ASO4t4pp,aso4_c,aso4,protein_7839,protein_7839
ASP1DC_num1,asp__L_c,asp__L,protein_2253,protein_2253
ASP4DC,asp__L_c,asp__L,protein_7964,protein_7964
ASPA2,3sala_c,3sala,protein_7657,protein_7657
ASPA2,akg_c,akg,protein_7657,protein_7657
ASPCT_num1,asp__L_c,asp__L,protein_6278,protein_6278
ASPCT_num1,cbp_c,cbp,protein_6278,protein_6278
ASPCT_2,asp__L_c,asp__L,protein_6282,protein_6282
ASPCT_2,cbp_c,cbp,protein_6282,protein_6282
ASPK_num1,asp__L_c,asp__L,protein_292,protein_292
ASPO1_num1,asp__L_c,asp__L,protein_5298,protein_5298
ASPO2,asp__L_c,asp__L,protein_6615,protein_6615
ASPO2y,asp__L_c,asp__L,protein_6615,protein_6615
ASPO3,asp__L_c,asp__L,protein_6615,protein_6615
ASPO4,asp__L_c,asp__L,protein_6615,protein_6615
ASPO4,mqn8_c,mqn8,protein_6615,protein_6615
ASPO5,asp__L_c,asp__L,protein_6615,protein_6615
ASPO5,fum_c,fum,protein_6615,protein_6615
ASPO5_2,asp__L_c,asp__L,protein_6615,protein_6615
ASPO6,asp__L_c,asp__L,protein_6615,protein_6615
ASPSALy,aspsa_c,aspsa,protein_4205,protein_4205
ASPTA_num1,akg_c,akg,protein_2849,protein_2849
ASPTA_num1,asp__L_c,asp__L,protein_2849,protein_2849
ASPTA4,akg_c,akg,protein_7657,protein_7657
ASPTA4,cys__L_c,cys__L,protein_7657,protein_7657
ASPabc_num1,asp__L_e,asp__L,protein_2043,protein_2043
ASPabcpp_num1,asp__L_p,asp__L,protein_1881 and protein_1883,protein_1883
ASPabcpp_num1,asp__L_p,asp__L,protein_1881 and protein_1883,protein_1881
ASPt2_2pp,asp__L_p,asp__L,protein_4423,protein_4423
ASPt2pp_num1,asp__L_p,asp__L,protein_4423,protein_4423
ASPt2r_num1,asp__L_e,asp__L,protein_4423,protein_4423
ASR2,aso4_c,aso4,protein_7840,protein_7840
ASR2,trdrd_c,trdrd,protein_7840,protein_7840
ATAH_1_num1,alltt_c,alltt,protein_3402,protein_3402
ATHRDHr,athr__L_c,athr__L,protein_7761,protein_7761
ATPPRT,prpp_c,prpp,protein_6120,protein_6120
ATPX5P,pydam_c,pydam,protein_1354,protein_1354
AT_MBD2,dhlam_c,dhlam,protein_1795,protein_1795
AT_MBD2,ibcoa_c,ibcoa,protein_1795,protein_1795
BALAALAabcpp,balaala_p,balaala,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_257
BALAALAabcpp,balaala_p,balaala,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_256
BALAALAabcpp,balaala_p,balaala,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_828
BALAALAabcpp,balaala_p,balaala,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_827
BALAALAabcpp,balaala_p,balaala,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_5567
BALABALAabcpp,balabala_p,balabala,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_257
BALABALAabcpp,balabala_p,balabala,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_256
BALABALAabcpp,balabala_p,balabala,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_828
BALABALAabcpp,balabala_p,balabala,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_827
BALABALAabcpp,balabala_p,balabala,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_5567
BALAGLYabcpp,balagly_p,balagly,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_257
BALAGLYabcpp,balagly_p,balagly,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_256
BALAGLYabcpp,balagly_p,balagly,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_828
BALAGLYabcpp,balagly_p,balagly,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_827
BALAGLYabcpp,balagly_p,balagly,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_5567
BALALEUabcpp,balaleu_p,balaleu,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_257
BALALEUabcpp,balaleu_p,balaleu,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_256
BALALEUabcpp,balaleu_p,balaleu,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_828
BALALEUabcpp,balaleu_p,balaleu,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_827
BALALEUabcpp,balaleu_p,balaleu,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_5567
BALAMDAH,balamd_c,balamd,protein_2911,protein_2911
BALAt2pp_num1,ala_B_p,ala_B,protein_2176,protein_2176
BALAt2r,ala_B_e,ala_B,protein_2176,protein_2176
BCOALIG,bz_c,bz,protein_5580,protein_5580
BCOALIG2,4hbz_c,4hbz,protein_5580,protein_5580
BCT1_syn,hco3_p,hco3,protein_4469 and protein_545 and protein_546,protein_546
BCT1_syn,hco3_p,hco3,protein_4469 and protein_545 and protein_546,protein_545
BCT1_syn,hco3_p,hco3,protein_4469 and protein_545 and protein_546,protein_4469
BDH_num1,bhb_c,bhb,protein_3175,protein_3175
BEF,betald_c,betald,protein_2235,protein_2235
BETALDHx_num1,betald_c,betald,protein_2164,protein_2164
BETALDHy_num1,betald_c,betald,protein_2237,protein_2237
BGLA,cellb_c,cellb,protein_4114,protein_4114
BGLA1,6pgg_c,6pgg,protein_5105,protein_5105
BGLApp,cellb_p,cellb,protein_4114,protein_4114
BG_CELLB,cellb_e,cellb,protein_5105,protein_5105
BG_MADG,madg_e,madg,protein_5105,protein_5105
BG_MBDG,mbdg_e,mbdg,protein_5105,protein_5105
BKDA2,3mob_c,3mob,protein_4939 and protein_4940,protein_4939
BKDA2,3mob_c,3mob,protein_4939 and protein_4940,protein_4940
BKDA2,lpam_c,lpam,protein_4939 and protein_4940,protein_4939
BKDA2,lpam_c,lpam,protein_4939 and protein_4940,protein_4940
BKDC,2mpdhl_c,2mpdhl,protein_8157,protein_8157
BKDC1_num1,2mbdhl_c,2mbdhl,protein_1795,protein_1795
BLAMDabcpp,balamd_p,balamd,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_257
BLAMDabcpp,balamd_p,balamd,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_256
BLAMDabcpp,balamd_p,balamd,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_828
BLAMDabcpp,balamd_p,balamd,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_827
BLAMDabcpp,balamd_p,balamd,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_5567
BNOCA,btcoa_c,btcoa,protein_3119,protein_3119
BPNT,pap_c,pap,protein_7268,protein_7268
BSCT,sbzcoa_c,sbzcoa,protein_3501,protein_3501
BTCOARx,btcoa_c,btcoa,protein_3119,protein_3119
BTDD_RR_num1,btd_RR_c,btd_RR,protein_3826,protein_3826
BTNt,btn_e,btn,protein_1262 and protein_4619,protein_1262
BTNt,btn_e,btn,protein_1262 and protein_4619,protein_4619
BTNt2i,btn_e,btn,protein_2912,protein_2912
BTS_num1,btal_c,btal,protein_1182,protein_1182
BTS2,cys__L_c,cys__L,protein_2821,protein_2821
BTS2,dtbt_c,dtbt,protein_2821,protein_2821
BTS3r_num1,dtbt_c,dtbt,protein_2821,protein_2821
BTS3r_num1,s_c,s,protein_2821,protein_2821
BTS4,amet_c,amet,protein_2821,protein_2821
BTS4,dtbt_c,dtbt,protein_2821,protein_2821
BTS4,s_c,s,protein_2821,protein_2821
BTS_1,dtbt_c,dtbt,protein_2821,protein_2821
BTS_1,s_c,s,protein_2821,protein_2821
BTS_nadph,btal_c,btal,protein_3119,protein_3119
BUP,3uib_c,3uib,protein_2902,protein_2902
BUP2,3uib_c,3uib,protein_2976,protein_2976
BUPN,cala_c,cala,protein_2976,protein_2976
BUTCT_num1,accoa_c,accoa,protein_3352 and protein_4947,protein_4947
BUTCT_num1,accoa_c,accoa,protein_3352 and protein_4947,protein_3352
BUTCT_num1,but_c,but,protein_3352 and protein_4947,protein_4947
BUTCT_num1,but_c,but,protein_3352 and protein_4947,protein_3352
BUTCT2,acac_c,acac,protein_4947 and protein_4948,protein_4948
BUTCT2,acac_c,acac,protein_4947 and protein_4948,protein_4947
BUTCT2,btcoa_c,btcoa,protein_4947 and protein_4948,protein_4948
BUTCT2,btcoa_c,btcoa,protein_4947 and protein_4948,protein_4947
BUTSO3abcpp_num1,butso3_p,butso3,protein_2513,protein_2513
BUTSabc,buts_e,buts,protein_2513 and protein_4842 and protein_5435,protein_4842
BUTSabc,buts_e,buts,protein_2513 and protein_4842 and protein_5435,protein_5435
BUTSabc,buts_e,buts,protein_2513 and protein_4842 and protein_5435,protein_2513
BUTt2rpp,but_p,but,protein_92,protein_92
BUTt4pp,but_p,but,protein_92,protein_92
BZ12DOX,bz_c,bz,protein_3848 and protein_4715,protein_4715
BZ12DOX,bz_c,bz,protein_3848 and protein_4715,protein_3848
BZALDH,bzalc_c,bzalc,protein_5241,protein_5241
BZDH,bzal_c,bzal,protein_3089,protein_3089
BZDIOLDH_num1,bz12diol_c,bz12diol,protein_3775,protein_3775
BZSCD,bzsuccoa_c,bzsuccoa,protein_2222,protein_2222
BZSCT,bzsucc_c,bzsucc,protein_3337,protein_3337
BZSCT,succoa_c,succoa,protein_3337,protein_3337
BZt1pp,bz_p,bz,protein_3672,protein_3672
BZt2_pp,bz_p,bz,protein_4423,protein_4423
CACOAHA,caffcoa_c,caffcoa,protein_3365,protein_3365
CARBSARAH,Ncarbsar_c,Ncarbsar,protein_5460,protein_5460
CARNabcpp,carn_p,carn,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_257
CARNabcpp,carn_p,carn,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_256
CARNabcpp,carn_p,carn,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_828
CARNabcpp,carn_p,carn,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_827
CARNabcpp,carn_p,carn,protein_256 and protein_257 and protein_5567 and protein_827 and protein_828,protein_5567
CBPAH,Ncbmpts_c,Ncbmpts,protein_4150,protein_4150
CBPS_num1,gln__L_c,gln__L,protein_6278,protein_6278
CBPS_num1,hco3_c,hco3,protein_6278,protein_6278
CBPS_1,gln__L_c,gln__L,protein_6278 and protein_6279,protein_6279
CBPS_1,gln__L_c,gln__L,protein_6278 and protein_6279,protein_6278
CBPS_1,hco3_c,hco3,protein_6278 and protein_6279,protein_6279
CBPS_1,hco3_c,hco3,protein_6278 and protein_6279,protein_6278
CD6P,f6p_c,f6p,protein_1846,protein_1846
CDGUNPD_num1,cdigmp_c,cdigmp,protein_2426,protein_2426
CDHG,dhex12decg3p_c,dhex12decg3p,protein_6810,protein_6810
CDPMEK,4c2me_c,4c2me,protein_794,protein_794
CDPMEK_1,4c2me_c,4c2me,protein_794,protein_794
CDPPT160,cdpdhdecg_c,cdpdhdecg,protein_6347,protein_6347
CDPPT160,inost_c,inost,protein_6347,protein_6347
CELBpts,cellb_e,cellb,protein_8188,protein_8188
CELBpts,pep_c,pep,protein_8188,protein_8188
CELBt2,cellb_e,cellb,protein_8122,protein_8122
CELLBabc_num1,cellb_e,cellb,protein_3299 and protein_3419 and protein_6148 and protein_6605,protein_6605
CELLBabc_num1,cellb_e,cellb,protein_3299 and protein_3419 and protein_6148 and protein_6605,protein_6148
CELLBabc_num1,cellb_e,cellb,protein_3299 and protein_3419 and protein_6148 and protein_6605,protein_3419
CELLBabc_num1,cellb_e,cellb,protein_3299 and protein_3419 and protein_6148 and protein_6605,protein_3299
CGLYabcpp_num1,cgly_p,cgly,protein_256 and protein_257 and protein_258 and protein_827 and protein_828,protein_257
CGLYabcpp_num1,cgly_p,cgly,protein_256 and protein_257 and protein_258 and protein_827 and protein_828,protein_256
CGLYabcpp_num1,cgly_p,cgly,protein_256 and protein_257 and protein_258 and protein_827 and protein_828,protein_258
