reactions,metabolites,metabolitestotal,gpr,genes
KAS8_num3,malcoa_c,malcoa,protein_2941 and protein_4184 and protein_4185 and protein_5139,protein_4185
KAS8_num3,malcoa_c,malcoa,protein_2941 and protein_4184 and protein_4185 and protein_5139,protein_4184
KAS8_num3,malcoa_c,malcoa,protein_2941 and protein_4184 and protein_4185 and protein_5139,protein_2941
KAS8_num3,malcoa_c,malcoa,protein_2941 and protein_4184 and protein_4185 and protein_5139,protein_5139
KAS8_num4,accoa_c,accoa,protein_1195 and protein_2941 and protein_4184 and protein_5139 and protein_5141,protein_5141
KAS8_num4,accoa_c,accoa,protein_1195 and protein_2941 and protein_4184 and protein_5139 and protein_5141,protein_1195
KAS8_num4,accoa_c,accoa,protein_1195 and protein_2941 and protein_4184 and protein_5139 and protein_5141,protein_4184
KAS8_num4,accoa_c,accoa,protein_1195 and protein_2941 and protein_4184 and protein_5139 and protein_5141,protein_2941
KAS8_num4,accoa_c,accoa,protein_1195 and protein_2941 and protein_4184 and protein_5139 and protein_5141,protein_5139
KAS8_num4,malcoa_c,malcoa,protein_1195 and protein_2941 and protein_4184 and protein_5139 and protein_5141,protein_5141
KAS8_num4,malcoa_c,malcoa,protein_1195 and protein_2941 and protein_4184 and protein_5139 and protein_5141,protein_1195
KAS8_num4,malcoa_c,malcoa,protein_1195 and protein_2941 and protein_4184 and protein_5139 and protein_5141,protein_4184
KAS8_num4,malcoa_c,malcoa,protein_1195 and protein_2941 and protein_4184 and protein_5139 and protein_5141,protein_2941
KAS8_num4,malcoa_c,malcoa,protein_1195 and protein_2941 and protein_4184 and protein_5139 and protein_5141,protein_5139
KAT1_num2,aacoa_c,aacoa,protein_6986,protein_6986
KAT1_num3,aacoa_c,aacoa,protein_8144,protein_8144
KAT1_num4,aacoa_c,aacoa,protein_941,protein_941
KAT10_num2,3ohpcoa_c,3ohpcoa,protein_941,protein_941
KAT11_num2,3ononacoa_c,3ononacoa,protein_941,protein_941
KAT19_num2,3o6athcoa_c,3o6athcoa,protein_941,protein_941
KAT20_num2,3ovacccoa_c,3ovacccoa,protein_941,protein_941
KAT21_num2,3ohdccoa_c,3ohdccoa,protein_941,protein_941
KAT22_num2,3otdccoa_c,3otdccoa,protein_941,protein_941
KAT23_num2,3oddccoa_c,3oddccoa,protein_941,protein_941
KAT24_num2,3oodecoa_c,3oodecoa,protein_941,protein_941
KAT25_num2,3ohdd7coa_c,3ohdd7coa,protein_941,protein_941
KAT26_num2,3odd5coa_c,3odd5coa,protein_941,protein_941
KAT27_num2,3optslacoa_c,3optslacoa,protein_941,protein_941
KAT28_num2,3ohdd4coa_c,3ohdd4coa,protein_941,protein_941
KAT29_num2,3olnlccoa_c,3olnlccoa,protein_941,protein_941
KAT30_num2,3ohd710coa_c,3ohd710coa,protein_941,protein_941
KAT31_num2,3ohd58coa_c,3ohd58coa,protein_941,protein_941
KAT32_num2,3odd6coa_c,3odd6coa,protein_941,protein_941
KGD2_reverse_num2,akg_c,akg,protein_4791 and protein_4792,protein_4791
KGD2_reverse_num2,akg_c,akg,protein_4791 and protein_4792,protein_4792
KGD2_reverse_num2,fdxox_c,fdxox,protein_4791 and protein_4792,protein_4791
KGD2_reverse_num2,fdxox_c,fdxox,protein_4791 and protein_4792,protein_4792
LACZpp_num2,lcts_p,lcts,protein_4114,protein_4114
LALADGLUtpp_num2,LalaDglu_p,LalaDglu,protein_4610,protein_4610
LALADGLUtpp_num3,LalaDglu_p,LalaDglu,protein_4611,protein_4611
LALALGLUtpp_num2,LalaLglu_p,LalaLglu,protein_4610,protein_4610
LALALGLUtpp_num3,LalaLglu_p,LalaLglu,protein_4611,protein_4611
LALDO2x_num2,mthgxl_c,mthgxl,protein_4341,protein_4341
LALDO2x_num3,mthgxl_c,mthgxl,protein_63,protein_63
LALDO2x_num4,mthgxl_c,mthgxl,protein_7811,protein_7811
LCADi_num2,lald__L_c,lald__L,protein_3089,protein_3089
LCADi_num3,lald__L_c,lald__L,protein_3469,protein_3469
LCADi_num4,lald__L_c,lald__L,protein_3492,protein_3492
LCADi_num5,lald__L_c,lald__L,protein_4011,protein_4011
LCADi_num6,lald__L_c,lald__L,protein_4749,protein_4749
LCADi_num7,lald__L_c,lald__L,protein_5571,protein_5571
LCADi_num8,lald__L_c,lald__L,protein_5707,protein_5707
LCADi_num9,lald__L_c,lald__L,protein_6797,protein_6797
LCADi_num10,lald__L_c,lald__L,protein_7002,protein_7002
LCADi_num11,lald__L_c,lald__L,protein_7378,protein_7378
LCARR_num2,lald__D_c,lald__D,protein_4341,protein_4341
LCARR_num3,lald__D_c,lald__D,protein_7811,protein_7811
LCARS_num2,lald__L_c,lald__L,protein_2030,protein_2030
LCARS_num3,lald__L_c,lald__L,protein_2758,protein_2758
LCARS_num4,lald__L_c,lald__L,protein_3119,protein_3119
LCARS_num5,lald__L_c,lald__L,protein_4012,protein_4012
LCTSabc_num2,lcts_e,lcts,protein_5489 and protein_6643,protein_6643
LCTSabc_num2,lcts_e,lcts,protein_5489 and protein_6643,protein_5489
LCTSabc_num3,lcts_e,lcts,protein_257 and protein_6180 and protein_6602 and protein_6603,protein_6603
LCTSabc_num3,lcts_e,lcts,protein_257 and protein_6180 and protein_6602 and protein_6603,protein_6602
LCTSabc_num3,lcts_e,lcts,protein_257 and protein_6180 and protein_6602 and protein_6603,protein_6180
LCTSabc_num3,lcts_e,lcts,protein_257 and protein_6180 and protein_6602 and protein_6603,protein_257
LCYSTabcpp_num2,Lcyst_p,Lcyst,protein_5435 and protein_547,protein_5435
LCYSTabcpp_num2,Lcyst_p,Lcyst,protein_5435 and protein_547,protein_547
LDH_D_num2,lac__D_c,lac__D,protein_3674,protein_3674
LDH_D_num3,lac__D_c,lac__D,protein_3852,protein_3852
LDH_D_num4,lac__D_c,lac__D,protein_4755,protein_4755
LDH_D_num5,lac__D_c,lac__D,protein_6776,protein_6776
LDH_L_num2,lac__L_c,lac__L,protein_6683,protein_6683
LEUTA_num2,akg_c,akg,protein_4413,protein_4413
LEUTA_num2,leu__L_c,leu__L,protein_4413,protein_4413
LEUabc_num2,leu__L_e,leu__L,protein_7024,protein_7024
LEUabc_num3,leu__L_e,leu__L,protein_7649,protein_7649
LEUabc_num4,leu__L_e,leu__L,protein_8134,protein_8134
LEUabc_num5,leu__L_e,leu__L,protein_8135,protein_8135
LEUabc_num6,leu__L_e,leu__L,protein_2630 and protein_2631 and protein_2634,protein_2630
LEUabc_num6,leu__L_e,leu__L,protein_2630 and protein_2631 and protein_2634,protein_2634
LEUabc_num6,leu__L_e,leu__L,protein_2630 and protein_2631 and protein_2634,protein_2631
LEUabcpp_num2,leu__L_p,leu__L,protein_2630 and protein_2634,protein_2634
LEUabcpp_num2,leu__L_p,leu__L,protein_2630 and protein_2634,protein_2630
LEUabcpp_num3,leu__L_p,leu__L,protein_2630 and protein_6980,protein_6980
LEUabcpp_num3,leu__L_p,leu__L,protein_2630 and protein_6980,protein_2630
LEUabcpp_num4,leu__L_p,leu__L,protein_1881 and protein_1883 and protein_7025,protein_1883
LEUabcpp_num4,leu__L_p,leu__L,protein_1881 and protein_1883 and protein_7025,protein_1881
LEUabcpp_num4,leu__L_p,leu__L,protein_1881 and protein_1883 and protein_7025,protein_7025
LEUabcpp_num5,leu__L_p,leu__L,protein_2630 and protein_2631 and protein_2634,protein_2630
LEUabcpp_num5,leu__L_p,leu__L,protein_2630 and protein_2631 and protein_2634,protein_2634
LEUabcpp_num5,leu__L_p,leu__L,protein_2630 and protein_2631 and protein_2634,protein_2631
LEUabcpp_num6,leu__L_p,leu__L,protein_2630 and protein_2634 and protein_2836,protein_2630
LEUabcpp_num6,leu__L_p,leu__L,protein_2630 and protein_2634 and protein_2836,protein_2836
LEUabcpp_num6,leu__L_p,leu__L,protein_2630 and protein_2634 and protein_2836,protein_2634
LEUt2r_num2,leu__L_e,leu__L,protein_6372,protein_6372
LEUt3pp_num2,leu__L_c,leu__L,protein_8065,protein_8065
LMN2abc_num2,lmn2_e,lmn2,protein_3299 and protein_3419 and protein_6148 and protein_6605,protein_6605
LMN2abc_num2,lmn2_e,lmn2,protein_3299 and protein_3419 and protein_6148 and protein_6605,protein_6148
LMN2abc_num2,lmn2_e,lmn2,protein_3299 and protein_3419 and protein_6148 and protein_6605,protein_3419
LMN2abc_num2,lmn2_e,lmn2,protein_3299 and protein_3419 and protein_6148 and protein_6605,protein_3299
LTHRK_num2,thr__L_c,thr__L,protein_3052,protein_3052
LYSabc_num2,lys__L_e,lys__L,protein_2043,protein_2043
LYSabc_num3,lys__L_e,lys__L,protein_7024,protein_7024
LYSabc_num4,lys__L_e,lys__L,protein_7649,protein_7649
LYSabc_num5,lys__L_e,lys__L,protein_8134,protein_8134
LYSabc_num6,lys__L_e,lys__L,protein_8135,protein_8135
LYSabcpp_num2,lys__L_p,lys__L,protein_1883 and protein_3319,protein_3319
LYSabcpp_num2,lys__L_p,lys__L,protein_1883 and protein_3319,protein_1883
LYSabcpp_num3,lys__L_p,lys__L,protein_3319 and protein_3320,protein_3319
LYSabcpp_num3,lys__L_p,lys__L,protein_3319 and protein_3320,protein_3320
LYSabcpp_num4,lys__L_p,lys__L,protein_3319 and protein_3451,protein_3451
LYSabcpp_num4,lys__L_p,lys__L,protein_3319 and protein_3451,protein_3319
LYSabcpp_num5,lys__L_p,lys__L,protein_3450 and protein_3451,protein_3450
LYSabcpp_num5,lys__L_p,lys__L,protein_3450 and protein_3451,protein_3451
LYSabcpp_num6,lys__L_p,lys__L,protein_2042 and protein_3320 and protein_3450,protein_3450
LYSabcpp_num6,lys__L_p,lys__L,protein_2042 and protein_3320 and protein_3450,protein_2042
LYSabcpp_num6,lys__L_p,lys__L,protein_2042 and protein_3320 and protein_3450,protein_3320
L_LACD_num2,ficytc_c,ficytc,protein_6683,protein_6683
L_LACD_num2,lac__L_c,lac__L,protein_6683,protein_6683
L_LACD2_num2,lac__L_c,lac__L,protein_4567 and protein_4568,protein_4568
L_LACD2_num2,lac__L_c,lac__L,protein_4567 and protein_4568,protein_4567
L_LACD3_num2,lac__L_c,lac__L,protein_4567 and protein_4568,protein_4568
L_LACD3_num2,lac__L_c,lac__L,protein_4567 and protein_4568,protein_4567
L_LACD3_num2,mqn8_c,mqn8,protein_4567 and protein_4568,protein_4568
L_LACD3_num2,mqn8_c,mqn8,protein_4567 and protein_4568,protein_4567
L_LACt2r_num2,lac__L_e,lac__L,protein_7810,protein_7810
MACCOAT_num2,2maacoa_c,2maacoa,protein_3374,protein_3374
MACCOAT_num3,2maacoa_c,2maacoa,protein_4851,protein_4851
MACCOAT_num4,2maacoa_c,2maacoa,protein_6986,protein_6986
MACCOAT_num5,2maacoa_c,2maacoa,protein_8144,protein_8144
MACCOAT_num6,2maacoa_c,2maacoa,protein_941,protein_941
MALTHXabcpp_num2,malthx_p,malthx,protein_1086 and protein_5489,protein_5489
MALTHXabcpp_num2,malthx_p,malthx,protein_1086 and protein_5489,protein_1086
MALTHXabcpp_num3,malthx_p,malthx,protein_1086 and protein_5488 and protein_5489,protein_5488
MALTHXabcpp_num3,malthx_p,malthx,protein_1086 and protein_5488 and protein_5489,protein_5489
MALTHXabcpp_num3,malthx_p,malthx,protein_1086 and protein_5488 and protein_5489,protein_1086
MALTTRabc_num2,malttr_e,malttr,protein_5107 and protein_8121,protein_5107
MALTTRabc_num2,malttr_e,malttr,protein_5107 and protein_8121,protein_8121
MALTTRabc_num3,malttr_e,malttr,protein_1086 and protein_497 and protein_5489,protein_497
MALTTRabc_num3,malttr_e,malttr,protein_1086 and protein_497 and protein_5489,protein_5489
MALTTRabc_num3,malttr_e,malttr,protein_1086 and protein_497 and protein_5489,protein_1086
MALTabc_num2,malt_e,malt,protein_496,protein_496
MALTabc_num3,malt_e,malt,protein_5107,protein_5107
MALTabc_num4,malt_e,malt,protein_8120,protein_8120
MALTabc_num5,malt_e,malt,protein_2772 and protein_6644,protein_2772
MALTabc_num5,malt_e,malt,protein_2772 and protein_6644,protein_6644
MALTabc_num6,malt_e,malt,protein_497 and protein_5489,protein_497
MALTabc_num6,malt_e,malt,protein_497 and protein_5489,protein_5489
MALTabc_num7,malt_e,malt,protein_5107 and protein_8121,protein_5107
MALTabc_num7,malt_e,malt,protein_5107 and protein_8121,protein_8121
MALTabc_num8,malt_e,malt,protein_5489 and protein_6643,protein_6643
MALTabc_num8,malt_e,malt,protein_5489 and protein_6643,protein_5489
MALTabc_num9,malt_e,malt,protein_6643 and protein_6645,protein_6645
MALTabc_num9,malt_e,malt,protein_6643 and protein_6645,protein_6643
MALTabc_num10,malt_e,malt,protein_1083 and protein_1084 and protein_1085 and protein_1086,protein_1085
MALTabc_num10,malt_e,malt,protein_1083 and protein_1084 and protein_1085 and protein_1086,protein_1083
MALTabc_num10,malt_e,malt,protein_1083 and protein_1084 and protein_1085 and protein_1086,protein_1086
MALTabc_num10,malt_e,malt,protein_1083 and protein_1084 and protein_1085 and protein_1086,protein_1084
MALTabc_num11,malt_e,malt,protein_480 and protein_5489 and protein_6643 and protein_8123,protein_5489
MALTabc_num11,malt_e,malt,protein_480 and protein_5489 and protein_6643 and protein_8123,protein_6643
MALTabc_num11,malt_e,malt,protein_480 and protein_5489 and protein_6643 and protein_8123,protein_480
MALTabc_num11,malt_e,malt,protein_480 and protein_5489 and protein_6643 and protein_8123,protein_8123
MALTabcpp_num2,malt_p,malt,protein_1086 and protein_5489,protein_5489
MALTabcpp_num2,malt_p,malt,protein_1086 and protein_5489,protein_1086
MALTabcpp_num3,malt_p,malt,protein_1086 and protein_5488 and protein_5489,protein_5488
MALTabcpp_num3,malt_p,malt,protein_1086 and protein_5488 and protein_5489,protein_5489
MALTabcpp_num3,malt_p,malt,protein_1086 and protein_5488 and protein_5489,protein_1086
MALTpts_num2,malt_e,malt,protein_8188,protein_8188
MALTpts_num2,pep_c,pep,protein_8188,protein_8188
MALTpts_num3,malt_e,malt,protein_6303 and protein_8188,protein_6303
MALTpts_num3,malt_e,malt,protein_6303 and protein_8188,protein_8188
MALTpts_num3,pep_c,pep,protein_6303 and protein_8188,protein_6303
MALTpts_num3,pep_c,pep,protein_6303 and protein_8188,protein_8188
MALTptspp_num2,malt_p,malt,protein_6301 and protein_8188,protein_8188
MALTptspp_num2,malt_p,malt,protein_6301 and protein_8188,protein_6301
MALTptspp_num2,pep_c,pep,protein_6301 and protein_8188,protein_8188
MALTptspp_num2,pep_c,pep,protein_6301 and protein_8188,protein_6301
MALTt2_num2,malt_e,malt,protein_8122,protein_8122
MALt2r_num2,mal__L_e,mal__L,protein_4423,protein_4423
MALt2r_num3,mal__L_e,mal__L,protein_6588,protein_6588
MANBabc_num2,manb_e,manb,protein_2148 and protein_6148 and protein_6149 and protein_6602 and protein_904,protein_904
MANBabc_num2,manb_e,manb,protein_2148 and protein_6148 and protein_6149 and protein_6602 and protein_904,protein_6602
MANBabc_num2,manb_e,manb,protein_2148 and protein_6148 and protein_6149 and protein_6602 and protein_904,protein_2148
MANBabc_num2,manb_e,manb,protein_2148 and protein_6148 and protein_6149 and protein_6602 and protein_904,protein_6149
MANBabc_num2,manb_e,manb,protein_2148 and protein_6148 and protein_6149 and protein_6602 and protein_904,protein_6148
MANpts_num2,man_e,man,protein_6080 and protein_8188,protein_6080
MANpts_num2,man_e,man,protein_6080 and protein_8188,protein_8188
MANpts_num2,pep_c,pep,protein_6080 and protein_8188,protein_6080
MANpts_num2,pep_c,pep,protein_6080 and protein_8188,protein_8188
MANpts_num3,man_e,man,protein_6080 and protein_6303 and protein_8188,protein_6303
MANpts_num3,man_e,man,protein_6080 and protein_6303 and protein_8188,protein_6080
MANpts_num3,man_e,man,protein_6080 and protein_6303 and protein_8188,protein_8188
MANpts_num3,pep_c,pep,protein_6080 and protein_6303 and protein_8188,protein_6303
MANpts_num3,pep_c,pep,protein_6080 and protein_6303 and protein_8188,protein_6080
MANpts_num3,pep_c,pep,protein_6080 and protein_6303 and protein_8188,protein_8188
MANt2_num2,man_e,man,protein_2904,protein_2904
MANt2_num3,man_e,man,protein_5450,protein_5450
MANt2_num4,man_e,man,protein_8122,protein_8122
MBCOAi_num2,ivcoa_c,ivcoa,protein_7799,protein_7799
MCOATA_num2,ACP_c,ACP,protein_2940,protein_2940
MCOATA_num2,malcoa_c,malcoa,protein_2940,protein_2940
MCOATA_num3,ACP_c,ACP,protein_2942,protein_2942
MCOATA_num3,malcoa_c,malcoa,protein_2942,protein_2942
MCOATA_num4,ACP_c,ACP,protein_4987,protein_4987
MCOATA_num4,malcoa_c,malcoa,protein_4987,protein_4987
MCOATA_num5,ACP_c,ACP,protein_5232,protein_5232
MCOATA_num5,malcoa_c,malcoa,protein_5232,protein_5232
MCOATA_num6,ACP_c,ACP,protein_5499,protein_5499
MCOATA_num6,malcoa_c,malcoa,protein_5499,protein_5499
MCOATA_num7,ACP_c,ACP,protein_1672 and protein_5232,protein_1672
MCOATA_num7,ACP_c,ACP,protein_1672 and protein_5232,protein_5232
MCOATA_num7,malcoa_c,malcoa,protein_1672 and protein_5232,protein_1672
MCOATA_num7,malcoa_c,malcoa,protein_1672 and protein_5232,protein_5232
MCPST_num2,cyan_c,cyan,protein_7906,protein_7906
MCPST_num2,mercppyr_c,mercppyr,protein_7906,protein_7906
MDDCP1pp_num2,murein5px4p_p,murein5px4p,protein_6139,protein_6139
MDDCP1pp_num3,murein5px4p_p,murein5px4p,protein_6549,protein_6549
MDDCP2pp_num2,murein5px4px4p_p,murein5px4px4p,protein_6139,protein_6139
MDDCP2pp_num3,murein5px4px4p_p,murein5px4px4p,protein_6549,protein_6549
MDDCP3pp_num2,murein5p5p_p,murein5p5p,protein_6139,protein_6139
MDDCP3pp_num3,murein5p5p_p,murein5p5p,protein_6549,protein_6549
MDDCP4pp_num2,murein5p4p_p,murein5p4p,protein_6139,protein_6139
MDDCP4pp_num3,murein5p4p_p,murein5p4p,protein_6549,protein_6549
MDDCP5pp_num2,murein5p3p_p,murein5p3p,protein_6139,protein_6139
MDDCP5pp_num3,murein5p3p_p,murein5p3p,protein_6549,protein_6549
MDDEP1pp_num2,murein4px4p_p,murein4px4p,protein_6139,protein_6139
MDDEP1pp_num3,murein4px4p_p,murein4px4p,protein_6549,protein_6549
MDDEP3pp_num2,murein5px4p_p,murein5px4p,protein_6139,protein_6139
MDDEP3pp_num3,murein5px4p_p,murein5px4p,protein_6549,protein_6549
MDDEP4pp_num2,murein4px4px4p_p,murein4px4px4p,protein_6139,protein_6139
MDDEP4pp_num3,murein4px4px4p_p,murein4px4px4p,protein_6549,protein_6549
MDH_num2,mal__L_c,mal__L,protein_5990,protein_5990
ME1_num2,mal__L_c,mal__L,protein_7183,protein_7183
ME2_num2,mal__L_c,mal__L,protein_7183,protein_7183
METAT_num2,met__L_c,met__L,protein_6255,protein_6255
METAT_num3,met__L_c,met__L,protein_7254,protein_7254
METAT_num4,met__L_c,met__L,protein_6255 and protein_7254,protein_7254
METAT_num4,met__L_c,met__L,protein_6255 and protein_7254,protein_6255
METB1_num2,achms_c,achms,protein_945,protein_945
METB1_num2,cys__L_c,cys__L,protein_945,protein_945
METDabc_num2,met__D_e,met__D,protein_3320 and protein_3450,protein_3450
METDabc_num2,met__D_e,met__D,protein_3320 and protein_3450,protein_3320
METDabc_num3,met__D_e,met__D,protein_791 and protein_792,protein_791
METDabc_num3,met__D_e,met__D,protein_791 and protein_792,protein_792
METDabc_num4,met__D_e,met__D,protein_791 and protein_793,protein_793
METDabc_num4,met__D_e,met__D,protein_791 and protein_793,protein_791
METDabc_num5,met__D_e,met__D,protein_791 and protein_792 and protein_793,protein_793
METDabc_num5,met__D_e,met__D,protein_791 and protein_792 and protein_793,protein_792
METDabc_num5,met__D_e,met__D,protein_791 and protein_792 and protein_793,protein_791
METDabcpp_num2,met__D_p,met__D,protein_791 and protein_792 and protein_793,protein_793
METDabcpp_num2,met__D_p,met__D,protein_791 and protein_792 and protein_793,protein_792
METDabcpp_num2,met__D_p,met__D,protein_791 and protein_792 and protein_793,protein_791
METGL_num2,met__L_c,met__L,protein_945,protein_945
METS_num2,5mthf_c,5mthf,protein_4026,protein_4026
METS_num2,hcys__L_c,hcys__L,protein_4026,protein_4026
METS_num3,5mthf_c,5mthf,protein_4762,protein_4762
METS_num3,hcys__L_c,hcys__L,protein_4762,protein_4762
METS_num4,5mthf_c,5mthf,protein_6124,protein_6124
METS_num4,hcys__L_c,hcys__L,protein_6124,protein_6124
METS_num5,5mthf_c,5mthf,protein_3613 and protein_6124,protein_6124
METS_num5,5mthf_c,5mthf,protein_3613 and protein_6124,protein_3613
METS_num5,hcys__L_c,hcys__L,protein_3613 and protein_6124,protein_6124
METS_num5,hcys__L_c,hcys__L,protein_3613 and protein_6124,protein_3613
METS_num6,5mthf_c,5mthf,protein_4026 and protein_4762,protein_4762
METS_num6,5mthf_c,5mthf,protein_4026 and protein_4762,protein_4026
METS_num6,hcys__L_c,hcys__L,protein_4026 and protein_4762,protein_4762
METS_num6,hcys__L_c,hcys__L,protein_4026 and protein_4762,protein_4026
METSOXR1_num2,metsox_S__L_c,metsox_S__L,protein_73,protein_73
METSOXR1_num2,trdrd_c,trdrd,protein_73,protein_73
METSOXR1_num3,metsox_S__L_c,metsox_S__L,protein_8215,protein_8215
METSOXR1_num3,trdrd_c,trdrd,protein_8215,protein_8215
METSOXR1_num4,metsox_S__L_c,metsox_S__L,protein_663 and protein_8215,protein_8215
METSOXR1_num4,metsox_S__L_c,metsox_S__L,protein_663 and protein_8215,protein_663
METSOXR1_num4,trdrd_c,trdrd,protein_663 and protein_8215,protein_8215
METSOXR1_num4,trdrd_c,trdrd,protein_663 and protein_8215,protein_663
METSOXR1_num5,metsox_S__L_c,metsox_S__L,protein_6971 and protein_73,protein_6971
METSOXR1_num5,metsox_S__L_c,metsox_S__L,protein_6971 and protein_73,protein_73
METSOXR1_num5,trdrd_c,trdrd,protein_6971 and protein_73,protein_6971
METSOXR1_num5,trdrd_c,trdrd,protein_6971 and protein_73,protein_73
METSOXR1_num6,metsox_S__L_c,metsox_S__L,protein_73 and protein_8215,protein_8215
METSOXR1_num6,metsox_S__L_c,metsox_S__L,protein_73 and protein_8215,protein_73
METSOXR1_num6,trdrd_c,trdrd,protein_73 and protein_8215,protein_8215
METSOXR1_num6,trdrd_c,trdrd,protein_73 and protein_8215,protein_73
METSOXR2_num2,metsox_R__L_c,metsox_R__L,protein_6971,protein_6971
METSOXR2_num2,trdrd_c,trdrd,protein_6971,protein_6971
METSOXR2_num3,metsox_R__L_c,metsox_R__L,protein_73,protein_73
METSOXR2_num3,trdrd_c,trdrd,protein_73,protein_73
METSOXR2_num4,metsox_R__L_c,metsox_R__L,protein_8215,protein_8215
METSOXR2_num4,trdrd_c,trdrd,protein_8215,protein_8215
METSOXR2_num5,metsox_R__L_c,metsox_R__L,protein_1981 and protein_8215,protein_8215
METSOXR2_num5,metsox_R__L_c,metsox_R__L,protein_1981 and protein_8215,protein_1981
METSOXR2_num5,trdrd_c,trdrd,protein_1981 and protein_8215,protein_8215
METSOXR2_num5,trdrd_c,trdrd,protein_1981 and protein_8215,protein_1981
METSOXR2_num6,metsox_R__L_c,metsox_R__L,protein_6971 and protein_73,protein_6971
METSOXR2_num6,metsox_R__L_c,metsox_R__L,protein_6971 and protein_73,protein_73
METSOXR2_num6,trdrd_c,trdrd,protein_6971 and protein_73,protein_6971
METSOXR2_num6,trdrd_c,trdrd,protein_6971 and protein_73,protein_73
METSOXR2_num7,metsox_R__L_c,metsox_R__L,protein_73 and protein_8215,protein_8215
METSOXR2_num7,metsox_R__L_c,metsox_R__L,protein_73 and protein_8215,protein_73
METSOXR2_num7,trdrd_c,trdrd,protein_73 and protein_8215,protein_8215
METSOXR2_num7,trdrd_c,trdrd,protein_73 and protein_8215,protein_73
METSRabc_num2,metox__R_e,metox__R,protein_791 and protein_792 and protein_793,protein_793
METSRabc_num2,metox__R_e,metox__R,protein_791 and protein_792 and protein_793,protein_792
METSRabc_num2,metox__R_e,metox__R,protein_791 and protein_792 and protein_793,protein_791
METSabc_num2,metox_e,metox,protein_791 and protein_792 and protein_793,protein_793
METSabc_num2,metox_e,metox,protein_791 and protein_792 and protein_793,protein_792
METSabc_num2,metox_e,metox,protein_791 and protein_792 and protein_793,protein_791
METabc_num2,met__L_e,met__L,protein_7024,protein_7024
METabc_num3,met__L_e,met__L,protein_7649,protein_7649
METabc_num4,met__L_e,met__L,protein_791,protein_791
METabc_num5,met__L_e,met__L,protein_8134,protein_8134
METabc_num6,met__L_e,met__L,protein_8135,protein_8135
METabc_num7,met__L_e,met__L,protein_3320 and protein_3450,protein_3450
METabc_num7,met__L_e,met__L,protein_3320 and protein_3450,protein_3320
METabc_num8,met__L_e,met__L,protein_791 and protein_792,protein_791
METabc_num8,met__L_e,met__L,protein_791 and protein_792,protein_792
METabc_num9,met__L_e,met__L,protein_791 and protein_793,protein_793
METabc_num9,met__L_e,met__L,protein_791 and protein_793,protein_791
METabc_num10,met__L_e,met__L,protein_792 and protein_793,protein_793
METabc_num10,met__L_e,met__L,protein_792 and protein_793,protein_792
METabc_num11,met__L_e,met__L,protein_791 and protein_792 and protein_793,protein_793
METabc_num11,met__L_e,met__L,protein_791 and protein_792 and protein_793,protein_792
METabc_num11,met__L_e,met__L,protein_791 and protein_792 and protein_793,protein_791
METabcpp_num2,met__L_p,met__L,protein_1881 and protein_1883 and protein_7025,protein_1883
METabcpp_num2,met__L_p,met__L,protein_1881 and protein_1883 and protein_7025,protein_1881
METabcpp_num2,met__L_p,met__L,protein_1881 and protein_1883 and protein_7025,protein_7025
METabcpp_num3,met__L_p,met__L,protein_791 and protein_792 and protein_793,protein_793
METabcpp_num3,met__L_p,met__L,protein_791 and protein_792 and protein_793,protein_792
METabcpp_num3,met__L_p,met__L,protein_791 and protein_792 and protein_793,protein_791
METt3pp_num2,met__L_c,met__L,protein_8065,protein_8065
MHPGLUT_num2,hcys__L_c,hcys__L,protein_4026,protein_4026
MHPGLUT_num2,mhpglu_c,mhpglu,protein_4026,protein_4026
MI1PP_num2,mi1p__D_c,mi1p__D,protein_5223,protein_5223
MI1PP_num3,mi1p__D_c,mi1p__D,protein_7268,protein_7268
MI3PP_num2,mi3p__D_c,mi3p__D,protein_7695,protein_7695
MMSAD1_num2,2mop_c,2mop,protein_3665,protein_3665
MMSAD1_num3,2mop_c,2mop,protein_5707,protein_5707
MMSAD3_num2,msa_c,msa,protein_5707,protein_5707
MN6PP_num2,man6p_c,man6p,protein_2436,protein_2436
MOBDabc_num2,mobd_e,mobd,protein_565,protein_565
MOBDabc_num3,mobd_e,mobd,protein_566,protein_566
MOBDabc_num4,mobd_e,mobd,protein_567,protein_567
MOBDabc_num5,mobd_e,mobd,protein_6958,protein_6958
MOBDabc_num6,mobd_e,mobd,protein_565 and protein_566,protein_566
MOBDabc_num6,mobd_e,mobd,protein_565 and protein_566,protein_565
MOBDabc_num7,mobd_e,mobd,protein_565 and protein_567,protein_565
MOBDabc_num7,mobd_e,mobd,protein_565 and protein_567,protein_567
MOBDabc_num8,mobd_e,mobd,protein_566 and protein_567,protein_566
MOBDabc_num8,mobd_e,mobd,protein_566 and protein_567,protein_567
MOBDabc_num9,mobd_e,mobd,protein_566 and protein_8165,protein_8165
MOBDabc_num9,mobd_e,mobd,protein_566 and protein_8165,protein_566
MOBDabc_num10,mobd_e,mobd,protein_565 and protein_566 and protein_567,protein_566
MOBDabc_num10,mobd_e,mobd,protein_565 and protein_566 and protein_567,protein_565
MOBDabc_num10,mobd_e,mobd,protein_565 and protein_566 and protein_567,protein_567
MOBDabcpp_num2,mobd_p,mobd,protein_482,protein_482
MOBDabcpp_num3,mobd_p,mobd,protein_4943,protein_4943
MOBDabcpp_num4,mobd_p,mobd,protein_566,protein_566
