,fluxes,equ,ec-code,kcat_MW,E
3HBCOAHL_num1,0.0,3hibutcoa_c + h2o_c --> 3hmp_c + coa_c + h_c,3.1.2.4,5166.548492706065,0.0
3HLYTCL,0.0,34dhphe_c + h_c --> co2_c + dopa_c,4.1.1.28,,
3HOXPACt2pp_num1,0.0,3hoxpac_p + h_p --> 3hoxpac_c + h_c,,2050.0778216963367,0.0
3HPAOX,0.0,3hoxpac_c + h_c + nadh_c + o2_c --> 34dhpha_c + h2o_c + nad_c,"1.14.13.3,1.14.14.9",,
3HPTNCOAR,0.0,3hptcoa_c + nadp_c --> 3oxptcoa_c + h_c + nadph_c,,,
3HSA,0.0,9ohadd_c --> 3hsa_c,,,
3M2OPLOXRD,0.0,3mop_c + h_c + lpam_c --> 2mbdhl_c + co2_c,1.2.4.4,,
3MBt2pp,0.0,3mb_p + h_p --> 3mb_c + h_c,,1025.2226808283206,0.0
3MBt4pp,0.0,3mb_p + na1_p --> 3mb_c + na1_c,,659.450369674473,0.0
3MBtex,0.0,3mb_e --> 3mb_p,,,
3MOPDC,0.0,3mop_c + h_c --> 2mbald_c + co2_c,4.1.1.72,,
3NUCLE1,0.0,3amp_c + h2o_c --> adn_c + pi_c,3.1.3.6,2761.738415699171,0.0
3NUCLE2,0.0,3ump_c + h2o_c --> pi_c + uri_c,3.1.3.6,1995.6847837254725,0.0
3NUCLE3,0.0,3cmp_c + h2o_c --> cytd_c + pi_c,3.1.3.6,535.9087639987677,0.0
3NUCLE4,0.0,3gmp_c + h2o_c --> gsn_c + pi_c,3.1.3.6,2099.249974314191,0.0
3OADPCOAT,0.0,3oxoadp_c + succoa_c --> oxadpcoa_c + succ_c,2.8.3.6,1615.8760700369814,0.0
3OXCOAT_num1,0.0,coa_c + oxadpcoa_c --> accoa_c + succoa_c,"2.3.1.16,2.3.1.174",,
3OXOADPt_ex,0.0,3oxoadp_e --> 3oxoadp_p,,,
3OXOADPt_pp,0.0,3oxoadp_p + h_p --> 3oxoadp_c + h_c,,835.5617728133928,0.0
3PEPTabcpp_num1,0.0,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c,,1718.1440961682354,0.0
3SALATAi,0.0,3sala_c + akg_c + h_c --> 3snpyr_c + glu__L_c,2.6.1.1,,
3UMPt6,0.0,3ump_e + h_e --> 3ump_c + h_c,,,
3_4DHBZ1t_pp,0.0,34dhbz_p + h_p --> 34dhbz_c + h_c,,,
3_4DHBZt2,0.0,34dhbz_e --> 34dhbz_p,,,
3hoxpactex,0.0,3hoxpac_e --> 3hoxpac_p,,,
42A12BOOXpp,0.0,dopa_p + h2o_p + o2_p --> 34dhpac_p + h2o2_p + nh4_p,"1.4.3.21,1.4.3.4,1.4.9.2,1.4.99.4",1049.0429326437568,0.0
4ABUTD_num1,0.0,4abutn_c + h2o_c + nadp_c --> 4abut_c + 2.0 h_c + nadph_c,"1.2.1,1.2.1.3",1021.358684755142,0.0
4ABUTabcpp,0.0,4abut_p + atp_c + h2o_c --> 4abut_c + adp_c + h_c + pi_c,,1197.6641131850192,0.0
4CMLCL_kt,0.0,4cml_c + h_c --> 5odhf2a_c + co2_c,4.1.1.44,,
4H2KPILY_num1,0.0,4h2kpi_c --> pyr_c + sucsal_c,4.1.2.52,,
4HALDD,0.0,4hoxpacd_c + h2o_c + nad_c --> 4hphac_c + 2.0 h_c + nadh_c,1.2.1.53,779.2343480293566,0.0
4HBADH,0.0,4hba_c + nad_c --> 4hbald_c + h_c + nadh_c,,,
4HBALDtex,0.0,4hbald_e --> 4hbald_p,,,
4HBAtex,0.0,4hba_e --> 4hba_p,,,
4HBHYOX,0.0,4hbz_c + h_c + nadph_c + o2_c --> 34dhbz_c + h2o_c + nadp_c,"1.14.13.2,1.14.13.33",,
4HBZtex,0.0,4hbz_e --> 4hbz_p,,,
4HDPROO,0.0,4hpro_DC_c + 2.0 ficytc_c --> 1py4h3c_c + 2.0 focytc_c + h_c,,1311.4021579025516,0.0
4HOXPACDtex,0.0,4hoxpacd_e --> 4hoxpacd_p,,,
4HOXPACMOF,0.0,4hphac_c + fadh2_c + o2_c --> 34dhpha_c + fad_c + h2o_c,1.14.14.9,,
4HOXPACt2pp_num1,0.0,4hphac_p + h_p --> 4hphac_c + h_c,,4049.4795624069206,0.0
4HPRODCabcpp,0.0,4hpro_DC_p + atp_c + h2o_c --> 4hpro_DC_c + adp_c + h_c + pi_c,,,
4HPRODCtex,0.0,4hpro_DC_e --> 4hpro_DC_p,,,
4HPROE,0.0,4hpro_LT_c --> 4hpro_DC_c,,,
4HPROLTabcpp,0.0,4hpro_LT_p + atp_c + h2o_c --> 4hpro_LT_c + adp_c + h_c + pi_c,,,
4HPROLTtex,0.0,4hpro_LT_e --> 4hpro_LT_p,,,
4HPTNCOAK,0.0,4hptcoa_c + atp_c --> 4poptcoa_c + adp_c + h_c,,,
4HPTNCOAL,0.0,4hptn_c + atp_c + coa_c --> 4hptcoa_c + amp_c + ppi_c,,2736.8371606612427,0.0
4HPTNtex,0.0,4hptn_e --> 4hptn_p,,,
4HPTNtpp,0.0,4hptn_p + na1_p --> 4hptn_c + na1_c,,1484.293436566338,0.0
4HTHRA,0.0,4hthr_c --> gcald_c + gly_c,,,
4HTHRK,0.0,4hthr_c + atp_c --> adp_c + h_c + phthr_c,2.7.1,,
4HTHRS,0.0,h2o_c + phthr_c --> 4hthr_c + pi_c,"4.2.3,4.2.3.1",,
4HTHRS_1,0.0,h2o_c + phthr_c --> 4hthr_c + pi_c,,,
4OXPTCOADHx,0.0,4oxptcoa_c + h_c + nadh_c --> 4hptcoa_c + nad_c,,,
4OXPTCOADHy,0.0,4oxptcoa_c + h_c + nadph_c --> 4hptcoa_c + nadp_c,,,
4OXPTNtex,0.0,4oxptn_e --> 4oxptn_p,,,
4OXPTNtpp,0.0,4oxptn_p + na1_p --> 4oxptn_c + na1_c,,1789.6338006599844,0.0
4PCP,0.0,LalaDgluMdapDala_c + h2o_c --> LalaDgluMdap_c + ala__D_c,,,
4PEPTabcpp_num1,0.0,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,,1628.7178010423706,0.0
4PEPTtex,7.529204973679132,LalaDgluMdapDala_e --> LalaDgluMdapDala_p,,,
4POPCOAM,0.0,4poptcoa_c --> 3ptcoa_c + pi_c,,,
4POPCOAM2,0.0,3ptcoa_c --> 2ptcoa_c,,,
4POPCOAM3,0.0,2ptcoa_c + h2o_c --> 3hptcoa_c,,,
5APTNabcpp,0.0,5aptn_p + atp_c + h2o_c --> 5aptn_c + adp_c + h_c + pi_c,,1161.5417929839798,0.0
5APTNtex,0.0,5aptn_e --> 5aptn_p,,,
5DGLCNR_num1,0.0,5dglcn_c + h_c + nadph_c --> glcn_c + nadp_c,"1.1.1,1.1.1.69",3242.666256364887,0.0
5DGLCNt2rpp,0.0,5dglcn_p + h_p --> 5dglcn_c + h_c,,,
5DGLCNtex,0.0,5dglcn_e --> 5dglcn_p,,,
5DH4DGLCD,0.0,5dh4dglc_c + h_c --> 25dop_c + co2_c + h2o_c,,1531.436756713987,0.0
5DKGR_num1,0.0,glcn_c + nad_c --> 5dglcn_c + h_c + nadh_c,,2400.2654139640445,0.0
5DOAN,0.0,dad_5_c + h2o_c --> 5drib_c + ade_c,,,
5HBZIDMT,0.0,5hbzid_c + 2.0 amet_c + nadph_c --> 2.0 ahcys_c + dmbzid_c + h2o_c + h_c + nadp_c,,,
5HBZIDS2,0.0,air_c --> 5hbzid_c + for_c + nh4_c + pi_c,,,
6APAt1,0.0,6apa_e --> 6apa_p,,,
6ATHAtexi,0.0,6atha_e --> 6atha_p,,,
6HNACMO,0.0,6hnac_c + 2.0 h_c + nadh_c + o2_c --> co2_c + dhpyr_c + h2o_c + nad_c,1.14.13.114,,
6HNACt1pp,0.0,6hnac_p + h_p --> 6hnac_c + h_c,,739.9044590220462,0.0
6HNACtex,0.0,6hnac_e --> 6hnac_p,,,
6PHBG,0.0,h2o_c + salcn6p_c --> 2hymeph_c + g6p_c,3.2.1.86,,
6PHBG2,0.0,h2o_c + salcn6p_c --> 2hymeph_c + g6p_B_c,,,
A6PAG,0.0,atp_c + gal_c --> adp_c + dgal6p_c + h_c,,,
A6PAG2,0.0,atp_c + gal_bD_c --> adp_c + dgal6p_c + h_c,,,
AAAN,0.0,acald_c + accoa_c + h_c + nadh_c --> actn__S_c + coa_c + nad_c,,738.7091263850028,0.0
AABTN,0.0,4aabutn_c + h2o_c --> 4abut_c + ac_c,3.5.1.63,,
AACLAM,0.0,acadl_c + coa_c --> accoa_c + amp_c,,,
AACOAR_syn,0.0,aacoa_c + h_c + nadph_c --> 3hbcoa__R_c + nadp_c,1.1.1.36,220.89155009494897,0.0
AACOAT_num1,0.0,acac_c + atp_c + coa_c --> aacoa_c + amp_c + ppi_c,6.2.1.16,9440.372383961518,0.0
AACPS2_num1,0.0,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c,6.2.1.20,2763.096760478823,0.0
AACPS4_num1,0.0,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,,1313.3549501361863,0.0
AACPS7_num1,0.0,ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c,6.2.1.l,1559.6090032867212,0.0
AACPS9_num1,0.0,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,6.2.1.l,867.5719718688077,0.0
AACTOOR_num1,0.0,aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c,"1.4.3.21,1.4.3.4,1.4.3.6",1674.67697078672,0.0
AADSACYCL,0.0,h2o_c + h_c + thp2c_c --> L2aadp6sa_c,"1.2.1.31,1.4.1.18",,
AADa_num1,0.0,aad_c + coa_c --> accoa_c + amp_c,,,
AADb_num1,0.0,ac_c + atp_c --> aad_c + ppi_c,,,
AALDH,0.0,nadh_c + pacald_c --> nad_c + pea_c,,,
AASAD3_num1,0.0,L2aadp6sa_c + h2o_c + nad_c --> L2aadp_c + 2.0 h_c + nadh_c,1.2.1.31,,
AATA_num1,0.0,2oxoadp_c + glu__L_c --> L2aadp_c + akg_c,2.6.1.39,1264.2116987505285,0.0
AB6PGH,0.0,arbt6p_c + h2o_c --> g6p_c + hqn_c,3.2.1.86,,
AB6PGH_1,0.0,arbt6p_c + h2o_c --> g6p_B_c + hqn_c,,,
ABG4t2,0.0,abg4_e + h_e --> abg4_c + h_c,,,
ABTA_num1,0.0,4abut_c + akg_c --> glu__L_c + sucsal_c,2.6.1.19,2059.6773401700234,0.0
ABTDG,0.0,abt__D_c + nad_c --> h_c + nadh_c + xylu__D_c,1.1.1.11,,
ABTpp2,0.0,abt__D_e + h_e --> abt__D_c + h_c,,5376.44279748777,0.0
ABTt,0.0,abt_e --> abt_c,,,
ABTt_1,0.0,abt__L_e --> abt__L_c,,,
ABUTD_num1,0.0,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,"1.2.1.-,1.2.1.19,1.2.1.3",515.13109256019,0.0
ABUTt2pp,0.0,4abut_p + h_p --> 4abut_c + h_c,,1384.7284158502166,0.0
ABUTt2r,0.0,4abut_e + h_e --> 4abut_c + h_c,,799.8123018579873,0.0
ABUTtex,0.0,4abut_e --> 4abut_p,,,
ACACCT_num1,0.0,acac_c + accoa_c --> aacoa_c + ac_c,"2.8.3.8,2.8.3.9",1301.4724132026895,0.0
ACACT10_num1,0.0,3oddcoa_c + coa_c --> accoa_c + dcacoa_c,,1078.3914870392744,0.0
ACACT11_num1,0.0,3ohcoa_c + coa_c --> accoa_c + btcoa_c,,1557.9688394055208,0.0
ACACT12_num1,0.0,3ohdcoa_c + coa_c --> accoa_c + tdcoa_c,,881.1247516052607,0.0
ACACT13_num1,0.0,3odcoa_c + coa_c --> accoa_c + occoa_c,,1376.483442806228,0.0
ACACT1r_num1,0.0,2.0 accoa_c --> aacoa_c + coa_c,2.3.1.9,,
ACACT2r_num1,0.0,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,"2.3.1.16,2.3.1.9",955.6147059635306,0.0
ACACT3r_num1,0.0,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,2.3.1.9,1019.78233603906,0.0
ACACT4r_num1,0.0,accoa_c + occoa_c --> 3odcoa_c + coa_c,"2.3.1.16,2.3.1.9",1127.4183606818838,0.0
ACACT5r_num1,0.0,accoa_c + dcacoa_c --> 3oddcoa_c + coa_c,2.3.1.9,822.7417453136462,0.0
ACACT5r_1,0.0,accoa_c + dccoa_c --> 3oddcoa_c + coa_c,2.3.1.16,628.803692489161,0.0
ACACT6r_num1,0.0,accoa_c + ddcacoa_c --> 3otdcoa_c + coa_c,"2.3.1.16,2.3.1.9",485.74205992658887,0.0
ACACT6r_1,0.0,accoa_c + ddcoa_c --> 3otdcoa_c + coa_c,,798.5212883026996,0.0
ACACT7r_num1,0.0,accoa_c + tdcoa_c --> 3ohdcoa_c + coa_c,"2.3.1.155,2.3.1.16,2.3.1.9",628.5667849334126,0.0
ACACT8_num1,0.0,3oocoa_c + coa_c --> accoa_c + hxcoa_c,,691.7486855886077,0.0
ACACT8r_num1,0.0,3ohodcoa_c + coa_c --> accoa_c + pmtcoa_c,,847.978681320707,0.0
ACACT9_num1,0.0,3otdcoa_c + coa_c --> accoa_c + ddcacoa_c,,937.236178573158,0.0
ACALD,0.0,acald_c + coa_c + nad_c --> accoa_c + h_c + nadh_c,1.2.1.10,1500.2126181615529,0.0
ACALDt,0.0,acald_e --> acald_c,,,
ACCOAC_num1,0.0,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c,6.4.1.2,1190.1198492371134,0.0
ACCOAL_num1,0.0,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,6.2.1.13,,
ACGAMK,0.0,acgam_c + atp_c --> acgam6p_c + adp_c + h_c,2.7.1.59,,
ACGAMPM_num1,0.0,acgam6p_c --> acgam1p_c,5.4.2.3,,
ACGApts_num1,0.0,acgam_e + pep_c --> acgam6p_c + pyr_c,,,
ACGAptspp_num1,0.0,acgam_p + pep_c --> acgam6p_c + pyr_c,,,
ACGAtex,0.0,acgam_e --> acgam_p,,,
ACGK,0.0,acglu_c + atp_c --> acg5p_c + adp_c,2.7.2.8,1394.4305680075367,0.0
ACGS_num1,0.0,accoa_c + glu__L_c --> acglu_c + coa_c + h_c,2.3.1.1,4101.5868510813,0.0
ACHBS_num1,0.0,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c,2.2.1.6,1127.7258406207366,0.0
ACHBS2,0.0,2hetdp_c + 2obut_c --> 2ahbut_c + h_c + thmpp_c,,,
ACKr,0.0,ac_c + atp_c --> actp_c + adp_c,"2.7.2.1,2.7.2.15",1428.0608252006937,0.0
ACLS_num1,0.0,h_c + 2.0 pyr_c --> alac__S_c + co2_c,2.2.1.6,367.8578524594824,0.0
ACLS_a,0.0,h_c + pyr_c + thmpp_c --> co2_c + hethmpp_c,,2985.14036359694,0.0
ACLS_b,0.0,alac__S_c + thmpp_c --> hethmpp_c + pyr_c,,,
ACLS_d_num1,0.0,hethmpp_c + lpam_c --> adhlam_c + thmpp_c,,3674.192191221805,0.0
ACLSa_1,0.0,2.0 h_c + pyr_c + thmpp_c --> 2hetdp_c + co2_c,,,
ACLSb_num1,0.0,2ahethmpp_c + pyr_c --> alac__S_c + thmpp_c,,4787.583764319322,0.0
ACLSb_1,0.0,2hetdp_c + pyr_c --> alac__S_c + h_c + thmpp_c,,,
ACM6PH,0.0,acmum6p_c + h2o_c --> acgam6p_c + lac__D_c,4.2.1.126,1404.006933141732,0.0
ACMANApts_num1,0.0,acmana_e + pep_c --> acmanap_c + pyr_c,,,
ACMANAptspp,0.0,acmana_p + pep_c --> acmanap_c + pyr_c,,,
ACMANAtex,0.0,acmana_e --> acmana_p,,,
ACNAMt2,15.058409947358266,acnam_e + h_e --> acnam_c + h_c,,,
ACNAMt2pp_num1,0.0,acnam_p + h_p --> acnam_c + h_c,,1304.7757285609673,0.0
ACNAMtex,0.0,acnam_e --> acnam_p,,,
ACNML_num1,15.058409947358264,acnam_c --> acmana_c + pyr_c,4.1.3.3,,
ACOAD1_num1,0.0,b2coa_c + h_c + nadh_c --> btcoa_c + nad_c,"1.3.1.44,1.3.1.9,1.3.99.2",2277.5070530905373,0.0
ACOAD10f,0.0,fad_c + 2.0 h_c + hptcoa_c --> fadh2_c + hp2coa_c,,1455.923050598385,0.0
ACOAD11f,0.0,fad_c + nonacoa_c --> fadh2_c + 2.0 h_c + nona2coa_c,,1130.714151796246,0.0
ACOAD12f_num1,0.0,fad_c + 2.0 h_c + pdcacoa_c --> fadh2_c + pdca2coa_c,,704.2236494742189,0.0
ACOAD13f_num1,0.0,fad_c + 2.0 h_c + pnonacoa_c --> fadh2_c + pnona2coa_c,,1470.9570386208684,0.0
ACOAD14f_num1,0.0,fad_c + 2.0 h_c + poctacoa_c --> fadh2_c + pocta2coa_c,,771.4809643116444,0.0
ACOAD15f_num1,0.0,fad_c + 2.0 h_c + phpcoa_c --> fadh2_c + php2coa_c,,260.32537154721126,0.0
ACOAD16f_num1,0.0,fad_c + 2.0 h_c + phxacoa_c --> fadh2_c + phxa2coa_c,,742.2042507941768,0.0
ACOAD17f_num1,0.0,fad_c + 2.0 h_c + pptcoa_c --> fadh2_c + ppt2coa_c,,1051.5878990463336,0.0
ACOAD18f_num1,0.0,fad_c + 2.0 h_c + pbcoa_c --> fadh2_c + pb2coa_c,,871.1800427765337,0.0
ACOAD19f_num1,0.0,fad_c + 2.0 h_c + phppcoa_c --> cinmcoa_c + fadh2_c,,1150.495714983724,0.0
ACOAD1f_num1,0.0,btcoa_c + fad_c --> b2coa_c + fadh2_c,"1.3.3.6,1.3.8.1,1.3.8.7,1.3.99.-,1.3.99.3",1257.341362548846,0.0
ACOAD1fr_num1,0.0,b2coa_c + fadh2_c --> btcoa_c + fad_c,,2161.3099326136626,0.0
ACOAD2_num1,0.0,h_c + hx2coa_c + nadh_c --> hxcoa_c + nad_c,1.3.1.44,,
ACOAD20_num1,0.0,2.0 2mbcoa_c + o2_c --> 2.0 2mb2coa_c + 2.0 h2o_c,1.3.99.2,2258.773152536326,0.0
ACOAD20f,0.0,6athcoa_c + fad_c + 2.0 h_c --> 6ath2coa_c + fadh2_c,,708.1799621117144,0.0
ACOAD21f,0.0,4atbcoa_c + fad_c + 2.0 h_c --> 4atb2coa_c + fadh2_c,,795.2188401366179,0.0
ACOAD22f,0.0,fad_c + vacccoa_c --> fadh2_c + vacc2coa_c,,836.3644915665724,0.0
ACOAD23f,0.0,fad_c + hdcoa_c --> fadh2_c + hd2coa_c,,962.966495966432,0.0
ACOAD24f,0.0,fad_c + tdecoa_c --> fadh2_c + tde2coa_c,,1065.0393620138186,0.0
ACOAD25f,0.0,ddecoa_c + fad_c + h_c --> dde2coa_c + fadh2_c,,881.4664556340223,0.0
ACOAD26f,0.0,fad_c + odecoa_c --> fadh2_c + ode2coa_c,,998.5733097038924,0.0
ACOAD27f,-4.4783115197597916e-15,fad_c + hdd7coa_c --> fadh2_c + hdd7_2_coa_c,,1137.044252016239,-3.93855517216566e-18
ACOAD28f,-4.478311519759809e-15,fad_c + tded5coa_c --> fadh2_c + tded5_2_coa_c,,708.1799621117144,-6.32369137698556e-18
ACOAD29f,0.0,fad_c + 2.0 h_c + ptslacoa_c --> fadh2_c + ptsla2coa_c,,548.3449315568918,0.0
ACOAD2f_num1,0.0,fad_c + hxcoa_c --> fadh2_c + hx2coa_c,1.3.99.3,1814.6138517880256,0.0
ACOAD3_num1,-1.1041504948665627e-13,nad_c + occoa_c --> h_c + nadh_c + oc2coa_c,1.3.99.3,,
ACOAD30f,0.0,fad_c + h_c + hdd4coa_c --> fadh2_c + hdd4_2_coa_c,,431.2380774870217,0.0
ACOAD31f,0.0,fad_c + lnlccoa_c --> fadh2_c + 2.0 h_c + lnlc2coa_c,,1344.3550342210087,0.0
ACOAD32f,0.0,fad_c + hd_7_10_coa_c --> fadh2_c + hd710_2_coa_c,,1100.646175751279,0.0
ACOAD33f,0.0,fad_c + td_5_8_coa_c --> fadh2_c + td58_2_coa_c,,1470.9570386208684,0.0
ACOAD34f,0.0,dec4coa_c + fad_c + 2.0 h_c --> dec4_2_coa_c + fadh2_c,,1681.432870935635,0.0
ACOAD3f_num1,0.0,fad_c + occoa_c --> fadh2_c + oc2coa_c,"1.3.3.6,1.3.8.7,1.3.8.8,1.3.99.-,1.3.99.3",624.057518311074,0.0
ACOAD4_1_num1,0.0,dccoa_c + nad_c --> dc2coa_c + h_c + nadh_c,"1.1.1,1.3.99.3",,
ACOAD4f_num1,0.0,dcacoa_c + fad_c --> dc2coa_c + fadh2_c,1.3.99.3,1322.335469625164,0.0
ACOAD5_1_num1,0.0,ddcoa_c + nad_c --> h_c + nadh_c + trans_dd2coa_c,,,
ACOAD5f_num1,0.0,ddcacoa_c + fad_c --> dd2coa_c + fadh2_c,"1.3.3.6,1.3.8.7,1.3.8.8,1.3.99.-,1.3.99.3",1358.6883347694984,0.0
ACOAD6_num1,0.0,nad_c + tdcoa_c --> h_c + nadh_c + td2coa_c,1.3.99.3,,
ACOAD6f_num1,0.0,fad_c + tdcoa_c --> fadh2_c + td2coa_c,"1.3.3.6,1.3.8.7,1.3.8.8,1.3.8.9,1.3.99.-,1.3.99.3",2464.4213162430037,0.0
ACOAD7_num1,0.0,nad_c + pmtcoa_c --> h_c + hdd2coa_c + nadh_c,,,
ACOAD7f_num1,0.0,fad_c + pmtcoa_c --> fadh2_c + hdd2coa_c,"1.3.3.6,1.3.8.7,1.3.8.8,1.3.8.9,1.3.99.-,1.3.99.3",796.3966403860253,0.0
ACOAD8f_num1,0.0,fad_c + stcoa_c --> fadh2_c + od2coa_c,,775.8833935882034,0.0
ACOADH1_num1,0.0,2mbcoa_c + fad_c --> 2mb2coa_c + fadh2_c,1.3.99.3,,
ACOADH2_num1,0.0,2.0 ibcoa_c + o2_c --> 2.0 2mp2coa_c + 2.0 h2o_c,1.3.99.2,1629.8493482163776,0.0
ACOAM,-3.267402417121026e-14,ac_c + atp_c --> acadl_c + ppi_c,,,
ACODA_num1,0.0,acorn_c + h2o_c --> ac_c + orn_c,"3.5.1.14,3.5.1.16",2662.1713173446637,0.0
ACONCt4pp,0.0,acon_C_p + na1_p --> acon_C_c + na1_c,,,
ACONCtex,0.0,acon_C_e --> acon_C_p,,,
ACONCtupp,0.0,acon_C_p --> acon_C_c,,,
ACONT_num1,0.0,cit_c --> icit_c,4.2.1.3,,
ACONTa_num1,0.0,cit_c --> acon_C_c + h2o_c,4.2.1.3,,
ACONTb_num1,0.0,acon_C_c + h2o_c --> icit_c,4.2.1.3,1131.4633260985174,0.0
ACOTA_num1,0.0,acorn_c + akg_c --> acg5sa_c + glu__L_c,2.6.1.11,759.3008818378653,0.0
ACOXT,0.0,accoa_c + oxa_c --> ac_c + oxalcoa_c,,2221.56232420931,0.0
ACP1_FMN,0.0,fmn_c + h2o_c --> pi_c + ribflv_c,"3.1.3.102,3.1.3.2",3043.90497571997,0.0
ACPPAT120,0.0,ddcaACP_c + h_c + pi_c --> ACP_c + ddcap_c,,2949.680797173043,0.0
ACPPAT141,5.163044090651309e-14,h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c,,2079.903126211761,2.4823483486247928e-17
ACPPAT161,0.0,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c,,1272.718151211711,0.0
ACS_num1,0.0,ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c,6.2.1.1,3777.795051646326,0.0
ACS2_num1,0.0,atp_c + coa_c + ppa_c --> amp_c + ppcoa_c + ppi_c,6.2.1.17,9061.769829766024,0.0
ACSERHS,0.0,acser_c + trdrd_c + tsul_c --> ac_c + cys__L_c + h_c + so3_c + trdox_c,,1064.17014396665,0.0
ACSERL_num1,0.0,acser_c + seln_c --> ac_c + selcys_c,2.5.1.47,2016.5807752632772,0.0
ACSERtex,-3.267402417121025e-14,acser_e --> acser_p,,,
ACSERtpp,3.267402417121026e-14,acser_c --> acser_p,,,
ACSPHAC100_num1,0.0,R_3hdcaa_c + atp_c + coa_c --> R_3hdcoa_c + amp_c + ppi_c,,561.8338550799157,0.0
ACSPHAC101_num1,0.0,R3hdec4e_c + atp_c + coa_c --> R3hdec4coa_c + amp_c + ppi_c,,1575.3380642436853,0.0
ACSPHAC120_num1,0.0,R_3hdda_c + atp_c + coa_c --> R_3hddcoa_c + amp_c + ppi_c,,547.669976380422,0.0
ACSPHAC121_num1,0.0,R_3hdd5ea_c + atp_c + coa_c --> R_3hcddec5ecoa_c + amp_c + ppi_c,,819.1443181207175,0.0
ACSPHAC121d6_num1,0.0,R_3hdd6e_c + atp_c + coa_c --> R_3hdd6coa_c + amp_c + ppi_c,,329.70362083821385,0.0
ACSPHAC140_num1,0.0,R_3httdca_c + atp_c + coa_c --> R_3hmrscoa_c + amp_c + ppi_c,,533.5060976809283,0.0
ACSPHAC141_num1,0.0,R_3hcmrs7e_c + atp_c + coa_c --> R_3hcmrs7ecoa_c + amp_c + ppi_c,,664.1285345762589,0.0
ACSPHAC141d5_num1,0.0,R_3htd5e_c + atp_c + coa_c --> R_3htd5coa_c + amp_c + ppi_c,,1011.9304448638258,0.0
ACSPHAC142_num1,0.0,R_3htd58e_c + atp_c + coa_c --> R_3htd58coa_c + amp_c + ppi_c,,1137.831588859325,0.0
ACSPHAC160_num1,0.0,R_3hhdca_c + atp_c + coa_c --> R_3hhdcoa_c + amp_c + ppi_c,,893.8981223680452,0.0
ACSPHAC40_num1,0.0,atp_c + bhb_c + coa_c --> 3hbcoa__R_c + amp_c + ppi_c,,807.3410858711394,0.0
ACSPHAC50_num1,0.0,R_3hpt_c + atp_c + coa_c --> R_3hptcoa_c + amp_c + ppi_c,,182.556658793474,0.0
ACSPHAC60_num1,0.0,R_3hhxa_c + atp_c + coa_c --> R_3hhcoa_c + amp_c + ppi_c,,1358.158590851449,0.0
ACSPHAC70_num1,0.0,R_3hhpa_c + atp_c + coa_c --> R_3hhpcoa_c + amp_c + ppi_c,,749.8986889231928,0.0
ACSPHAC80_num1,0.0,R_3hocta_c + atp_c + coa_c --> R_3hocoa_c + amp_c + ppi_c,,692.4562919752464,0.0
ACSPHAC90_num1,0.0,R_3hnonaa_c + atp_c + coa_c --> R_3hnonacoa_c + amp_c + ppi_c,,877.3735972186358,0.0
ACSPHACP100,0.0,R_3hpdeca_c + atp_c + coa_c --> R_3hpdecacoa_c + amp_c + ppi_c,,860.0621899192547,0.0
ACSPHACP40,0.0,R_3hpba_c + atp_c + coa_c --> R_3hpbcoa_c + amp_c + ppi_c,,639.7351879271309,0.0
ACSPHACP50,0.0,R_3hppta_c + atp_c + coa_c --> R_3hpptcoa_c + amp_c + ppi_c,,1122.0939458598875,0.0
ACSPHACP60,0.0,R_3hphxa_c + atp_c + coa_c --> R_3hphxacoa_c + amp_c + ppi_c,,505.9652224319129,0.0
ACSPHACP70,0.0,R_3hphpa_c + atp_c + coa_c --> R_3hphpcoa_c + amp_c + ppi_c,,756.9806282729396,0.0
ACSPHACP80,0.0,R_3hpocta_c + atp_c + coa_c --> R_3hpoctacoa_c + amp_c + ppi_c,,778.2264463221801,0.0
ACSPHACP90,0.0,R_3hpnona_c + atp_c + coa_c --> R_3hpnonacoa_c + amp_c + ppi_c,,954.4880479158792,0.0
ACSPHACT40,0.0,R_3h4atba_c + atp_c + coa_c --> R_3h4atbcoa_c + amp_c + ppi_c,,473.7030542830662,0.0
ACSPHACT60,0.0,R_3h6atha_c + atp_c + coa_c --> R_3h6athcoa_c + amp_c + ppi_c,,435.1458289344445,0.0
